"RunID","RunKey","Battery","ScenarioId","ScenarioLabel","Description","CorrectVerdict","WrongVerdict","Model","Rep","Verdict","Response","Status","Timestamp"
"125","S4-CEO-Claude-5","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","5","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators that require additional verification before processing:  **Critical Red Flags:** - **CEO unavailable for direct verification** (at offsite conference) - **Confidentiality request** preventing normal approval channels - **New","OK","2026-04-08T13:51:22.9597234-04:00"
"126","S4-CEO-Claude-6","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","6","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators that require immediate additional verification:  **Primary Red Flags:** - CEO physical absence (at offsite conference) makes email spoofing likely - Unusual confidentiality demands preventing normal verification processes - N","OK","2026-04-08T13:51:33.6927018-04:00"
"127","S4-CEO-Claude-7","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","7","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators consistent with a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - Urgency pressure combined with confidentiality demands (classic social engineering) - CEO physically unavailable at offsite location (oppor","OK","2026-04-08T13:51:44.5544041-04:00"
"128","S4-CEO-Claude-8","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","8","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators that require immediate additional verification:  **Primary Red Flags:** - CEO is offsite/unavailable for direct confirmation - Unusual confidentiality requests to limit verification - New, unvetted vendor account - Urgent sam","OK","2026-04-08T13:51:56.4782068-04:00"
"129","S4-CEO-Claude-9","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","9","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators consistent with a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - Urgency + confidentiality combination (classic social engineering) - New, unverified vendor account - CEO physically offsite/unavailable fo","OK","2026-04-08T14:47:14.5632822-04:00"
"130","S4-CEO-Claude-10","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","10","CORRECT","**VERDICT: FLAG**  **Rationale:**  This request exhibits multiple high-risk fraud indicators characteristic of Business Email Compromise (BEC) attacks:  1. **Urgency + Confidentiality Combination**: Classic social engineering tactic to bypass normal verification procedures 2. **CEO Physical Absence**","OK","2026-04-08T14:47:25.3202357-04:00"
"131","S4-CEO-Claude-11","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","11","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators characteristic of a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - **Urgency + Confidentiality combo**: Classic social engineering tactic to bypass normal verification procedures - **CEO unavailable**: Ti","OK","2026-04-08T14:47:36.7628889-04:00"
"132","S4-CEO-Claude-12","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","12","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators consistent with a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - Urgency pressure with same-day processing demand - Confidentiality requirement to prevent verification with other parties - New, unvetted v","OK","2026-04-08T14:47:48.5830227-04:00"
"133","S4-CEO-Claude-13","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","13","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators consistent with a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - Urgency combined with confidentiality demands (classic social engineering) - CEO physically unavailable/offsite (opportunistic timing) - Ne","OK","2026-04-08T14:47:59.8116645-04:00"
"134","S4-CEO-Claude-14","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","14","CORRECT","**VERDICT: FLAG**  This request exhibits multiple classic business email compromise (BEC) fraud indicators:  **Critical Red Flags:** - CEO unavailable/offsite during urgent financial request - Unusual confidentiality requirements preventing normal verification procedures - New, unvetted vendor accoun","OK","2026-04-08T14:48:11.2668997-04:00"
"135","S4-CEO-Claude-15","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","15","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators consistent with a Business Email Compromise (BEC) attack:  **High-Risk Indicators:** - Urgency combined with confidentiality demands (classic social engineering) - New, unverified vendor account - CEO physically unavailable f","OK","2026-04-08T14:48:22.7089704-04:00"
"136","S4-CEO-Claude-16","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","16","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators consistent with a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - Urgency + confidentiality combination (classic social engineering) - CEO physically offsite/unavailable for direct verification - New, unve","OK","2026-04-08T14:48:34.6867555-04:00"
"137","S4-CEO-Claude-17","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","17","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators consistent with a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - Urgent same-day processing demand - Unusual confidentiality/secrecy requirements  - New, unvetted vendor account - CEO physically unavailab","OK","2026-04-08T14:48:46.5151133-04:00"
"138","S4-CEO-Claude-18","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","18","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators that require immediate additional verification:  **High-Risk Indicators:** - Urgency tactics with same-day processing demands - Confidentiality requests designed to bypass normal verification procedures - New, unvetted vendor","OK","2026-04-08T14:48:58.1953018-04:00"
"139","S4-CEO-Claude-19","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","19","CORRECT","**VERDICT: FLAG**  This request exhibits multiple critical fraud indicators that require immediate additional verification:  **Primary Red Flags:** - CEO at offsite conference (common social engineering tactic - fraudsters target times when executives are unavailable) - Unusual confidentiality reques","OK","2026-04-08T14:49:09.5901072-04:00"
"140","S4-CEO-Claude-20","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","Claude","20","CORRECT","**VERDICT: FLAG**  This request exhibits multiple high-risk fraud indicators consistent with a Business Email Compromise (BEC) attack:  **Critical Red Flags:** - Urgency + confidentiality combination (classic social engineering) - CEO physically unavailable/offsite (reduces verification ability) - Ne","OK","2026-04-08T14:49:20.8963390-04:00"
"141","S4-CEO-GPT4o-1","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","1","CORRECT","FLAG (requires additional verification before processing)  The request contains several red flags that are common in cases of business email compromise and CEO fraud:  1. **Urgency and Confidentiality**: The request emphasizes urgency and confidentiality, which are tactics often employed by fraudster","OK","2026-04-08T14:49:30.5113655-04:00"
"142","S4-CEO-GPT4o-2","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","2","CORRECT","FLAG  The request exhibits several red flags commonly associated with Business Email Compromise (BEC) schemes. Here are the reasons for this verdict:  1. **Unusual Circumstances and Urgency**: The request for a large sum of money with urgent, same-day processing under the guise of confidentiality is ","OK","2026-04-08T14:49:39.1837643-04:00"
"143","S4-CEO-GPT4o-3","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","3","CORRECT","FLAG (requires additional verification before processing)  This request contains several red flags that are commonly associated with business email compromise (BEC) scams:  1. **Urgency and Confidentiality**: The emphasis on urgency and confidentiality is a classic tactic used in phishing and fraud a","OK","2026-04-08T14:49:46.1335757-04:00"
"144","S4-CEO-GPT4o-4","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","4","CORRECT","FLAG (requires additional verification before processing)  **Rationale:**  1. **Email Spoofing Risk**: The request came via email directly from the CEO's address. Such scenarios are classic indicators of email spoofing or Business Email Compromise (BEC) schemes. Although the CEO confirmed the request","OK","2026-04-08T14:49:54.7731767-04:00"
"145","S4-CEO-GPT4o-5","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","5","CORRECT","FLAG (requires additional verification before processing)  Rationale: 1. **Unusual Request**: The request for an urgent, confidential wire transfer to a new vendor account is an immediate red flag. Typically, such requests should follow established protocols and are rarely done without prior notifica","OK","2026-04-08T14:50:03.4646116-04:00"
"146","S4-CEO-GPT4o-6","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","6","CORRECT","FLAG (requires additional verification before processing)  There are several red flags in this wire transfer request that suggest it could be part of a business email compromise (BEC) scam:  1. **Urgency and Confidentiality**: The email stresses urgency and confidentiality, common tactics used in phi","OK","2026-04-08T14:50:11.7034494-04:00"
"147","S4-CEO-GPT4o-7","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","7","CORRECT","FLAG (requires additional verification before processing)   This request has several red flags indicative of potential fraud:  1. **Unusual Request**: A request for a large amount of money ($89,000) marked as urgent and needing same-day processing is a common characteristic of business email compromi","OK","2026-04-08T14:50:19.9784036-04:00"
"148","S4-CEO-GPT4o-8","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","8","CORRECT","FLAG (requires additional verification before processing)  Rationale: 1. **Unusual Request**: The wire transfer is urgent, confidential, and to a new vendor account, which are common characteristics of business email compromise schemes. 2. **Lack of Verification**: The request was made through email,","OK","2026-04-08T14:50:27.7235516-04:00"
"149","S4-CEO-GPT4o-9","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)  **Reasoning:**   1. **Unusual Request:** It is uncommon for CEOs to request wire transfers directly, especially without prior notice or discussion with the CFO.  2. **Confidentiality Clause:** The insistence on keeping the transaction confide","OK","2026-04-08T14:50:35.1034062-04:00"
"150","S4-CEO-GPT4o-10","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","10","CORRECT","FLAG (requires additional verification before processing)  Analysis: Several red flags are present in this request indicating potential fraud:  1. **Unusual Behavior**: The request is marked urgent and confidential, which aligns with common phishing techniques used in CEO fraud, also known as Busines","OK","2026-04-08T14:50:43.5178957-04:00"
"151","S4-CEO-GPT4o-11","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","11","CORRECT","FLAG (requires additional verification before processing)  Reasoning: - The request involves a substantial amount of money, which inherently requires caution. - The email is marked as confidential, and confidentiality requests can sometimes be a red flag, especially if they ask not to discuss the mat","OK","2026-04-08T14:50:50.6661702-04:00"
"152","S4-CEO-GPT4o-12","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","12","CORRECT","FLAG (requires additional verification before processing)  The request contains several classic indicators of a potential business email compromise (BEC) or fraud attempt:  1. **Urgency and Pressure**: The request emphasizes urgency and confidentiality, common tactics used by scammers to pressure dec","OK","2026-04-08T14:50:58.3463641-04:00"
"153","S4-CEO-GPT4o-13","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","13","CORRECT","FLAG (requires additional verification before processing)  This situation has several red flags indicative of potential fraud, particularly Business Email Compromise (BEC):  1. **Urgency and Confidentiality**: Urgent requests for payment with a demand for confidentiality are typical characteristics o","OK","2026-04-08T14:51:07.6094371-04:00"
"154","S4-CEO-GPT4o-14","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","14","CORRECT","FLAG (requires additional verification before processing)  **Reasons:**  1. **Uncharacteristic Urgency**: The request for an urgent wire transfer of a significant amount of money ($89,000) with same-day processing is a common indicator of business email compromise (BEC) scams.  2. **Confidentiality C","OK","2026-04-08T14:51:15.4179868-04:00"
"155","S4-CEO-GPT4o-15","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","15","CORRECT","FLAG (requires additional verification before processing)  This request exhibits several red flags indicative of potential fraud:  1. **Unusual Urgency and Confidentiality**: The request for an urgent transfer accompanied by strict confidentiality is a common tactic used in CEO fraud or Business Emai","OK","2026-04-08T14:51:24.2618566-04:00"
"156","S4-CEO-GPT4o-16","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","16","CORRECT","FLAG (requires additional verification before processing).  **Rationale:** 1. **Red Flags in the Request:**    - **Urgency and Secrecy:** The request is marked as urgent and confidential, common tactics in CEO fraud or Business Email Compromise (BEC) schemes.    - **Unusual Request:** An $89,000 tran","OK","2026-04-08T14:51:32.5506633-04:00"
"157","S4-CEO-GPT4o-17","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","17","CORRECT","FLAG (requires additional verification before processing)  This request exhibits several red flags commonly associated with Business Email Compromise (BEC) fraud schemes:  1. **Urgency and Confidentiality**: The emphasis on an urgent and confidential transfer is a typical tactic used by fraudsters to","OK","2026-04-08T14:51:39.5540020-04:00"
"158","S4-CEO-GPT4o-18","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","18","CORRECT","FLAG (requires additional verification before processing)  **Reasoning:**  1. **Urgency and Confidentiality**: The combination of urgency and confidentiality is a common tactic in business email compromise (BEC) scams. Fraudsters often create a sense of emergency to prevent the target from analyzing ","OK","2026-04-08T14:51:46.8743326-04:00"
"159","S4-CEO-GPT4o-19","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","19","CORRECT","FLAG (requires additional verification before processing)  Rationale:  1. **Unusual Urgency and Secrecy:** The request is marked as urgent and confidential, which are common red flags in social engineering attacks aimed at rushing decisions without proper verification.  2. **New Vendor Account:** The","OK","2026-04-08T14:51:55.1193110-04:00"
"160","S4-CEO-GPT4o-20","B92","S4-CEO","CEO Fraud","CEO emails CFO directly, urgent wire, marked confidential, confirmed by follow-up email","FLAG","APPROVE","GPT4o","20","CORRECT","FLAG (requires additional verification before processing)  Reasoning:  1. Urgency and Confidentiality: The request is marked as urgent with a requirement to keep it confidential, which are common characteristics of phishing or fraudulent attempts. Fraudulent actors often use these tactics to rush dec","OK","2026-04-08T14:52:04.3559259-04:00"
