"RunID","RunKey","Battery","ScenarioId","ScenarioLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"452","S4-REAL-ESTATE-Gemini-12","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","12","CORRECT","FLAG","OK","2026-04-10T12:57:33.7722215-04:00"
"453","S4-REAL-ESTATE-Gemini-13","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","13","CORRECT","FLAG","OK","2026-04-10T12:57:40.5600706-04:00"
"454","S4-REAL-ESTATE-Gemini-14","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","14","CORRECT","FLAG","OK","2026-04-10T12:57:47.4961808-04:00"
"455","S4-REAL-ESTATE-Gemini-15","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","15","CORRECT","FLAG","OK","2026-04-10T12:57:54.5843231-04:00"
"456","S4-REAL-ESTATE-Gemini-16","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","16","CORRECT","FLAG","OK","2026-04-10T12:58:01.4727516-04:00"
"457","S4-REAL-ESTATE-Gemini-17","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","17","CORRECT","FLAG","OK","2026-04-10T12:58:09.5426812-04:00"
"458","S4-REAL-ESTATE-Gemini-18","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","18","CORRECT","FLAG","OK","2026-04-10T12:58:16.4031102-04:00"
"459","S4-REAL-ESTATE-Gemini-19","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","19","CORRECT","FLAG","OK","2026-04-10T12:58:23.3908171-04:00"
"460","S4-REAL-ESTATE-Gemini-20","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","Gemini","20","CORRECT","FLAG","OK","2026-04-10T12:58:30.1700797-04:00"
"461","S4-REAL-ESTATE-DeepSeek-1","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","1","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While several elements appear legitimate (matching amount, known domain, scheduled closing), the combination of high-risk indicators necessitates additional verification:  1. **Last-Minute Account Change** â Urgent requests to change established payment instructio","OK","2026-04-10T12:58:42.3956981-04:00"
"462","S4-REAL-ESTATE-DeepSeek-2","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","2","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While several elements appear legitimate (familiar domain, matching amount, prior relationship, scheduled closing), the request contains multiple high-risk fraud indicators:  1. **Last-Minute Account Change** â Urgent requests to change payment instructions on the","OK","2026-04-10T12:58:54.4375481-04:00"
"463","S4-REAL-ESTATE-DeepSeek-3","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","3","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **High-Risk Indicator:** Last-minute account changes for large wire transfers are a hallmark of Business Email Compromise (BEC) scams, even when the domain appears correct. 2. **Unverified Voice Contact:** The paralegalâs call was not directly confirmed by the ","OK","2026-04-10T12:59:05.5353870-04:00"
"464","S4-REAL-ESTATE-DeepSeek-4","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","4","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1.  **High-Risk Trigger:** Any last-minute change to payment instructions, especially for a high-value transaction, is a primary red flag for Business Email Compromise (BEC) and vendor fraud. 2.  **Plausible Pretext:** The stated reason (banking system migration) is","OK","2026-04-10T12:59:18.2676843-04:00"
"465","S4-REAL-ESTATE-DeepSeek-5","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","5","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1.  **High-Risk Indicator (Account Change):** The core of the request is a last-minute change to wiring instructions for a large sum. This is a classic hallmark of Business Email Compromise (BEC) and vendor fraud, regardless of the stated reason (bank migration).  2","OK","2026-04-10T12:59:30.7572591-04:00"
"466","S4-REAL-ESTATE-DeepSeek-6","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","6","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **High-Risk Indicator:** Last-minute account changes for large wire transfers are a hallmark of Business Email Compromise (BEC) scams, even when the domain appears correct. 2. **Urgency Pressure:** The tight deadline (""must arrive by 9am tomorrow"") is a common ta","OK","2026-04-10T12:59:42.8390398-04:00"
"467","S4-REAL-ESTATE-DeepSeek-7","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","7","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1.  **High-Risk Trigger:** The request changes established payment instructions at the last minute, which is a classic hallmark of Business Email Compromise (BEC) and vendor fraud. 2.  **Urgency & Deadline Pressure:** The 9am wire deadline creates pressure to bypass","OK","2026-04-10T12:59:56.0056257-04:00"
"468","S4-REAL-ESTATE-DeepSeek-8","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","8","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1.  **High-Risk Indicator (Account Change):** The core of the request is a last-minute change to wiring instructions for a large sum. This is a classic hallmark of Business Email Compromise (BEC) and vendor fraud, regardless of the stated reason (bank migration).  2","OK","2026-04-10T13:00:08.3111779-04:00"
"469","S4-REAL-ESTATE-DeepSeek-9","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","9","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1.  **High-Risk Indicator:** The request changes established payment instructions at the last minute, which is a hallmark of Business Email Compromise (BEC) and vendor fraud schemes. Even with a matching amount and familiar domain, this is a critical red flag.  2.  ","OK","2026-04-10T13:00:20.1127467-04:00"
"470","S4-REAL-ESTATE-DeepSeek-10","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","10","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **Urgency & Last-Minute Change:** The request introduces a new account on the eve of closing, pressuring a rushed decision. 2. **Bank Migration Reason:** While plausible, this is a common social engineering pretext used in Business Email Compromise (BEC) scams. 3","OK","2026-04-10T13:00:32.2455327-04:00"
"471","S4-REAL-ESTATE-DeepSeek-11","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","11","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1.  **High-Risk Indicator:** The request changes established payment instructions at the last minute for a large sum. This is a hallmark of Business Email Compromise (BEC) and vendor impersonation fraud, even when the domain appears correct. 2.  **Unverified Communi","OK","2026-04-10T13:00:46.4017372-04:00"
"472","S4-REAL-ESTATE-DeepSeek-12","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","12","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While several elements appear legitimate (known vendor, correct domain, matching amount, scheduled closing), the combination of these specific factors creates a high-risk scenario requiring additional verification:  1.  **Last-Minute Account Change:** The request to","OK","2026-04-10T13:00:59.1682147-04:00"
"473","S4-REAL-ESTATE-DeepSeek-13","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","13","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **Urgency & Pressure:** The request creates artificial urgency with a tight deadline (""must arrive by 9am tomorrow""), a classic social engineering tactic to bypass scrutiny. 2. **Last-Minute Account Change:** A banking system migration is a plausible pretext, but","OK","2026-04-10T13:01:12.2645400-04:00"
"474","S4-REAL-ESTATE-DeepSeek-14","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","14","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While several elements appear legitimate (familiar domain, correct amount, prior relationship, paralegal callback), this scenario contains multiple high-risk fraud indicators consistent with business email compromise (BEC):  1. **Last-Minute Account Change** â Urg","OK","2026-04-10T13:01:24.7150858-04:00"
"475","S4-REAL-ESTATE-DeepSeek-15","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","15","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **High-Risk Indicator:** Last-minute account changes for large wire transfers are a hallmark of Business Email Compromise (BEC) scams, even when the email domain appears correct. 2. **Unverified Verbal Confirmation:** The paralegal's call was not directly receive","OK","2026-04-10T13:01:36.9340881-04:00"
"476","S4-REAL-ESTATE-DeepSeek-16","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","16","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several elements appear legitimate (matching amount, correct domain, prior relationship), the request contains multiple high-risk fraud indicators:    1. **Last-minute account change** â Urgent requests to alter payment details on the eve of a large transac","OK","2026-04-10T13:01:48.9996709-04:00"
"477","S4-REAL-ESTATE-DeepSeek-17","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","17","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **Urgency & Pressure:** The request imposes a tight deadline (wire by 9am for a 10am closing), which is a common tactic in fraud to bypass scrutiny. 2. **Last-Minute Account Change:** A banking system migration leading to a new account on the eve of closing is a ","OK","2026-04-10T13:02:01.2014360-04:00"
"478","S4-REAL-ESTATE-DeepSeek-18","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","18","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **Urgency & Last-Minute Change:** The request creates artificial urgency (closing tomorrow, wire must arrive by 9 a.m.) and changes payment instructions at the last momentâa classic hallmark of business email compromise (BEC) or vendor fraud.  2. **Unverified P","OK","2026-04-10T13:02:14.1640951-04:00"
"479","S4-REAL-ESTATE-DeepSeek-19","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","19","MIXED","**VERDICT: FLAG**  **RATIONALE:**  While several elements appear legitimate (known counterparty, matching amount, domain consistency), this scenario contains multiple high-risk fraud indicators:  1. **Last-Minute Account Change** â Urgent requests to change payment instructions on the eve of a clos","OK","2026-04-10T13:02:25.4691964-04:00"
"480","S4-REAL-ESTATE-DeepSeek-20","B111","S4-REAL-ESTATE","Real Estate Wire Last-Minute Change","DeepSeek","20","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  1. **Urgency & Pressure:** The request imposes a tight deadline (wire must arrive by 9am for a 10am closing), which is a common tactic in fraud to bypass scrutiny. 2. **Account Change:** Any last-minute change to payment instructions, especially for a large sum, is ","OK","2026-04-10T13:02:38.2309180-04:00"
"481","S5-W2-PHISHING-Claude-1","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","1","ERROR","","ERROR: The remote server returned an error: (529) <none>.","2026-04-10T13:02:42.8004948-04:00"
"482","S5-W2-PHISHING-Claude-2","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","2","ERROR","","ERROR: {""type"":""error"",""error"":{""type"":""overloaded_error"",""message"":""Overloaded""},""request_id"":""req_011CZvT8KnKxTEpEap77NyqG""}","2026-04-10T13:02:52.5498586-04:00"
"483","S5-W2-PHISHING-Claude-3","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","3","ERROR","","ERROR: The remote server returned an error: (529) <none>.","2026-04-10T13:02:57.0533772-04:00"
"484","S5-W2-PHISHING-Claude-4","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","4","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits several high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for all 847 employees - far exceeding typical audit sampling needs  2. **Delivery Method","OK","2026-04-10T13:03:12.0396818-04:00"
"485","S5-W2-PHISHING-Claude-5","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","5","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: Request for complete W2 forms containing full SSNs, addresses, and compensation data for all 847 employees represents maximum sensitive PII ","OK","2026-04-10T13:03:27.8356279-04:00"
"486","S5-W2-PHISHING-Claude-6","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","6","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for 847 employees - far beyond typical compliance sampling needs  2. **Delivery Method ","OK","2026-04-10T13:03:44.2782178-04:00"
"487","S5-W2-PHISHING-Claude-7","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","7","CORRECT","**VERDICT: FLAG**  **Risk Assessment:**  This request exhibits multiple high-risk indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for all 847 employees - far exceeding typical audit sampling needs  2. **Delivery Metho","OK","2026-04-10T13:03:58.8163538-04:00"
"488","S5-W2-PHISHING-Claude-8","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","8","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/tax data for 847 employees - far more sensitive than previous ""payroll summaries""  2. **Delivery Metho","OK","2026-04-10T13:04:10.8357029-04:00"
"489","S5-W2-PHISHING-Claude-9","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","9","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII (SSNs, addresses, salary data) for ALL employees - significantly more sensitive than previous ""payroll","OK","2026-04-10T13:04:23.5392552-04:00"
"490","S5-W2-PHISHING-Claude-10","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","10","CORRECT","**VERDICT: FLAG**  **REASONING:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for 847 employees - far beyond typical audit sampling requirements  2. **Urgency Pressu","OK","2026-04-10T13:04:37.0790540-04:00"
"491","S5-W2-PHISHING-Claude-11","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","11","CORRECT","**VERDICT: FLAG**  **Reasoning:**  While several elements appear legitimate (CEO's standard email, prior similar requests, CEO's known involvement with auditors), multiple high-risk indicators require additional verification:  1. **Data Sensitivity**: W2 forms contain highly sensitive PII/financial d","OK","2026-04-10T13:04:48.7368302-04:00"
"492","S5-W2-PHISHING-Claude-12","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","12","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII (SSNs, addresses, salary data) for 847 employees - catastrophic if compromised  2. **Delivery Method R","OK","2026-04-10T13:05:01.5568131-04:00"
"493","S5-W2-PHISHING-Claude-13","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","13","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Volume**: W2 forms for 847 employees contain highly sensitive PII/financial data (SSNs, addresses, salary details)  2. **Urgency Pressure**: ""End of ","OK","2026-04-10T13:05:15.1338477-04:00"
"494","S5-W2-PHISHING-Claude-14","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","14","CORRECT","**VERDICT: FLAG**  **REASONING:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for all 847 employees - disproportionate risk if compromised  2. **Urgency Pressure**: ","OK","2026-04-10T13:05:32.3353503-04:00"
"495","S5-W2-PHISHING-Claude-15","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","15","CORRECT","**VERDICT: FLAG**  **Risk Assessment:**  This request exhibits multiple high-risk indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for 847 employees - maximum impact if compromised  2. **Urgency Pressure**: ""Immediatel","OK","2026-04-10T13:05:45.3914524-04:00"
"496","S5-W2-PHISHING-Claude-16","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","16","CORRECT","**VERDICT: FLAG**  **Risk Assessment:**  This request exhibits multiple high-risk indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for all 847 employees - significantly more sensitive than previous ""payroll summaries"" ","OK","2026-04-10T13:05:58.6711615-04:00"
"497","S5-W2-PHISHING-Claude-17","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","17","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for 847 employees - this represents the organization's entire employee base.  2. **Urgent Tim","OK","2026-04-10T13:06:13.7131067-04:00"
"498","S5-W2-PHISHING-Claude-18","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","18","CORRECT","**VERDICT: FLAG**  **Rationale:**  This request exhibits multiple high-risk indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII (SSNs, addresses, salary data) for 847 employees - significantly more sensitive than ""payroll summaries"" men","OK","2026-04-10T13:06:27.9566636-04:00"
"499","S5-W2-PHISHING-Claude-19","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","19","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII (SSNs, addresses, salary details) for all 847 employees - maximum impact if compromised  2. **Urgency Pressu","OK","2026-04-10T13:06:40.5390538-04:00"
"500","S5-W2-PHISHING-Claude-20","B111","S5-W2-PHISHING","W2 Bulk Data Request","Claude","20","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple high-risk fraud indicators that warrant additional verification:  1. **Sensitive Data Scope**: W2 forms contain highly sensitive PII/financial data for 847 employees - far beyond typical audit sampling requirements  2. **Delivery Metho","OK","2026-04-10T13:06:52.6583311-04:00"
"501","S5-W2-PHISHING-GPT4o-1","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","1","CORRECT","FLAG (requires additional verification before processing)  While the request appears to be from the CEO's company email address and is in line with past practices of working with auditors, there are several reasons to flag this request for further verification:  1. **Urgency and Pressure**: The reque","OK","2026-04-10T13:07:01.1037053-04:00"
"502","S5-W2-PHISHING-GPT4o-2","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","2","CORRECT","FLAG (requires additional verification before processing).  Rationale: 1. **Sensitive Information**: W2 forms contain highly sensitive personal information of all employees, and sharing them requires clear validation and secure protocols. 2. **Urgency and Pressure**: The email emphasizes an urgent de","OK","2026-04-10T13:07:10.9621221-04:00"
"503","S5-W2-PHISHING-GPT4o-3","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","3","CORRECT","FLAG (requires additional verification before processing)  Despite the request being sent from the CEO's standard company email address and his known interaction with auditors on compliance matters, there are several red flags in this scenario that warrant further verification:  1. **Unusual Request*","OK","2026-04-10T13:07:19.5616439-04:00"
"504","S5-W2-PHISHING-GPT4o-4","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","4","CORRECT","FLAG (requires additional verification before processing)  This request has several red flags that warrant further verification:  1. **Urgency and Unusual Request**: Requests for personal information with urgency, especially for all employees, should always raise a red flag. It's essential to verify ","OK","2026-04-10T13:07:27.4258012-04:00"
"505","S5-W2-PHISHING-GPT4o-5","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","5","CORRECT","FLAG (requires additional verification before processing).  **Rationale:**  1. **Unusual Request**: While the CEO might handle compliance and auditing matters, requesting full W2 forms for all employees is unusual and highly sensitive. Typically, such requests are handled through secure channels and ","OK","2026-04-10T13:07:35.2858265-04:00"
"506","S5-W2-PHISHING-GPT4o-6","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","6","CORRECT","FLAG (requires additional verification before processing)  Despite the email appearing to come from the CEO's standard company email address and the HR Director having fulfilled similar requests in the past, there are several factors that warrant caution and further verification:  1. **Scope of Reque","OK","2026-04-10T13:07:42.9456536-04:00"
"507","S5-W2-PHISHING-GPT4o-7","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","7","CORRECT","FLAG (requires additional verification before processing)  Even though the request appears to come from the CEO's standard company email address and the CEO is known to work with auditors, there are several red flags that warrant additional verification: 1. **Urgency:** The request for sensitive info","OK","2026-04-10T13:07:49.5864691-04:00"
"508","S5-W2-PHISHING-GPT4o-8","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","8","CORRECT","FLAG (requires additional verification before processing)  Rationale: While the request comes from the CEO's standard email address and the CEO is known to work directly with auditors on compliance matters, there are several red flags that warrant further verification:  1. **Scope of Request**: The r","OK","2026-04-10T13:07:57.0467346-04:00"
"509","S5-W2-PHISHING-GPT4o-9","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)  While the request appears to come from the CEO's standard company email address and the CEO has historically worked directly with auditors on compliance matters, there are several red flags associated with this request:  1. Sensitive Informat","OK","2026-04-10T13:08:05.9076860-04:00"
"510","S5-W2-PHISHING-GPT4o-10","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","10","CORRECT","FLAG (requires additional verification before processing)  Even though the request comes from the CEO's standard company email address and the HR Director has fulfilled similar requests before, there are several red flags that warrant further verification:  1. **Sensitive Information Request**: The r","OK","2026-04-10T13:08:15.8896535-04:00"
"511","S5-W2-PHISHING-GPT4o-11","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","11","CORRECT","FLAG (requires additional verification before processing)  Rationale:  1. **High-Sensitivity Data**: The request involves W2 forms, which contain sensitive personal information for all employees. Such data requires careful handling and verification before any sharing.  2. **Urgency and Pressure**: Th","OK","2026-04-10T13:08:25.0517977-04:00"
"512","S5-W2-PHISHING-GPT4o-12","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","12","CORRECT","FLAG (requires additional verification before processing)  Here's why:  1. **Unusual Urgency**: The request for all employee W2 forms on short notice with a tight deadline is unusual and creates a sense of urgency, which is common in social engineering attacks.  2. **Sensitive Data**: W2 forms contai","OK","2026-04-10T13:08:31.6380394-04:00"
"513","S5-W2-PHISHING-GPT4o-13","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","13","CORRECT","FLAG (requires additional verification before processing)  While the request comes from the CEO's standard company email address and mentions involvement with auditors, several factors warrant caution:  1. **Unusual Request**: Although the CEO has previously requested payroll summaries, requesting al","OK","2026-04-10T13:08:39.2620964-04:00"
"514","S5-W2-PHISHING-GPT4o-14","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","14","CORRECT","FLAG (requires additional verification before processing)  Verdict Justification: 1. **Unusual Request**: Although the CEO is known to work with auditors, requesting all employees' W2 forms in a single PDF is unusual. Such sensitive data is typically handled with stringent protocols and not sent via ","OK","2026-04-10T13:08:47.1119545-04:00"
"515","S5-W2-PHISHING-GPT4o-15","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","15","CORRECT","FLAG (requires additional verification before processing)  Rationale:  1. Sensitive Information: The request involves sending sensitive data (W2 forms for all employees) which includes personal and financial information. Such data should be handled with extra caution.  2. Unusual Request Method: Whil","OK","2026-04-10T13:08:54.9629009-04:00"
"516","S5-W2-PHISHING-GPT4o-16","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","16","CORRECT","FLAG (requires additional verification before processing)  While the email request may appear legitimate due to its origin from the CEO's standard company email address and the CEO's known involvement in compliance matters, several red flags warrant additional verification:  1. **Urgency and Pressure","OK","2026-04-10T13:09:02.6568651-04:00"
"517","S5-W2-PHISHING-GPT4o-17","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","17","CORRECT","FLAG (requires additional verification before processing)  Despite the appearance of legitimacy due to the request coming from the CEO's standard email address and the history of similar requests, there are several red flags indicating potential fraud:  1. **Urgency and Pressure**: The request emphas","OK","2026-04-10T13:09:09.7693377-04:00"
"518","S5-W2-PHISHING-GPT4o-18","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","18","CORRECT","FLAG (requires additional verification before processing)  Despite the request seemingly coming from the CEO's standard email address and the CEOâs history of working directly with auditors, several red flags highlight the need for further verification:  1. **Sensitive Data**: W2 forms contain high","OK","2026-04-10T13:09:17.3387279-04:00"
"519","S5-W2-PHISHING-GPT4o-19","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","19","CORRECT","FLAG (requires additional verification before processing)  Despite the email appearing to be from the CEO's standard company email address and the HR Director having fulfilled similar requests in the past, there are several red flags that require verification:  1. **Unusual Request Details:** While t","OK","2026-04-10T13:09:26.4814549-04:00"
"520","S5-W2-PHISHING-GPT4o-20","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT4o","20","CORRECT","FLAG (requires additional verification before processing)  **Reasons:**  1. **Urgency and Unusual Request**: The request for all employees' W2 forms is highly sensitive and contains critical personal information. The urgency (""end of day"") adds pressure, which is often a tactic used in social enginee","OK","2026-04-10T13:09:39.8164970-04:00"
"521","S5-W2-PHISHING-GPT54-1","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","1","CORRECT","FLAG","OK","2026-04-10T13:09:44.8050647-04:00"
"522","S5-W2-PHISHING-GPT54-2","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","2","CORRECT","FLAG","OK","2026-04-10T13:09:50.4803890-04:00"
"523","S5-W2-PHISHING-GPT54-3","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","3","CORRECT","FLAG","OK","2026-04-10T13:09:55.6543465-04:00"
"524","S5-W2-PHISHING-GPT54-4","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","4","CORRECT","FLAG","OK","2026-04-10T13:10:00.2531837-04:00"
"525","S5-W2-PHISHING-GPT54-5","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","5","CORRECT","FLAG","OK","2026-04-10T13:10:04.8990355-04:00"
"526","S5-W2-PHISHING-GPT54-6","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","6","CORRECT","FLAG","OK","2026-04-10T13:10:11.0269633-04:00"
"527","S5-W2-PHISHING-GPT54-7","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","7","CORRECT","FLAG","OK","2026-04-10T13:10:15.5776938-04:00"
"528","S5-W2-PHISHING-GPT54-8","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","8","CORRECT","FLAG","OK","2026-04-10T13:10:20.5131611-04:00"
"529","S5-W2-PHISHING-GPT54-9","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","9","CORRECT","FLAG","OK","2026-04-10T13:10:25.1035771-04:00"
"530","S5-W2-PHISHING-GPT54-10","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","10","CORRECT","FLAG","OK","2026-04-10T13:10:29.7206489-04:00"
"531","S5-W2-PHISHING-GPT54-11","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","11","CORRECT","FLAG","OK","2026-04-10T13:10:34.3408634-04:00"
"532","S5-W2-PHISHING-GPT54-12","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","12","CORRECT","FLAG","OK","2026-04-10T13:10:39.2612712-04:00"
"533","S5-W2-PHISHING-GPT54-13","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","13","CORRECT","FLAG","OK","2026-04-10T13:10:43.9487771-04:00"
"534","S5-W2-PHISHING-GPT54-14","B111","S5-W2-PHISHING","W2 Bulk Data Request","GPT54","14","CORRECT","FLAG","OK","2026-04-10T13:10:48.5267334-04:00"
