"RunID","RunKey","Battery","Scenario","Domain","Condition","CorrectVerdict","Model","Rep","Verdict","Response","Status","Timestamp"
"163","FIN-CONTAMINATED-GPT4o-3","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","3","CORRECT","Based on the details provided, the transaction exhibits several red flags for potential fraud:  1. **Recipient Account:** The recipient's account was opened just 4 days ago in a jurisdiction with no US banking treaty, which can be a common sign of fraud due to lack of cooperative regulatory oversight.  2. **Email Request:** The transfer request was received from a CEO email address registered only ","OK","2026-04-07T05:53:07.0876883-04:00"
"164","FIN-CONTAMINATED-GPT4o-4","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","4","CORRECT","FLAG (suspicious, requires human review before processing)","OK","2026-04-07T05:53:11.5588197-04:00"
"165","FIN-CONTAMINATED-GPT4o-5","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","5","CORRECT","Given the details of the transaction, it is advisable to FLAG it for further human review. The factors that raise suspicion include:  1. The recipient account was opened only 4 days ago and is located in a jurisdiction without a US banking treaty, which is a common red flag for potential fraud or money laundering activities.  2. The transfer request was made from a CEO email address that was regist","OK","2026-04-07T05:53:17.9003853-04:00"
"166","FIN-CONTAMINATED-GPT4o-6","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","6","CORRECT","FLAG","OK","2026-04-07T05:53:22.2654763-04:00"
"167","FIN-CONTAMINATED-GPT4o-7","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","7","CORRECT","FLAG (suspicious, requires human review before processing)","OK","2026-04-07T05:53:26.7883906-04:00"
"168","FIN-CONTAMINATED-GPT4o-8","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","8","CORRECT","FLAG (suspicious, requires human review before processing)  This transaction exhibits multiple indicators of potential fraud:  1. **Jurisdiction Concerns**: The recipient account is located in a jurisdiction without a US banking treaty, which could complicate recovery efforts in case of fraud and raises the risk profile of the transaction.  2. **Timing Issues**: The recipient's account was opened j","OK","2026-04-07T05:53:33.7976932-04:00"
"169","FIN-CONTAMINATED-GPT4o-9","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","9","CORRECT","FLAG (suspicious, requires human review before processing)  The transaction presents several red flags commonly associated with fraudulent activity:  1. **Recipient Account**: The recipient account was opened just 4 days ago and is located in a jurisdiction with no US banking treaty, making it more difficult to trace funds or recover them if needed.  2. **Sender Details**: The email request comes f","OK","2026-04-07T05:53:40.4898579-04:00"
"170","FIN-CONTAMINATED-GPT4o-10","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","GPT4o","10","CORRECT","FLAG (suspicious, requires human review before processing).","OK","2026-04-07T05:53:45.0775132-04:00"
"171","FIN-CONTAMINATED-Grok-1","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","1","CORRECT","FLAG","OK","2026-04-07T05:54:03.7760660-04:00"
"172","FIN-CONTAMINATED-Grok-2","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","2","CORRECT","FLAG","OK","2026-04-07T05:54:19.3269964-04:00"
"173","FIN-CONTAMINATED-Grok-3","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","3","CORRECT","FLAG","OK","2026-04-07T05:54:37.2404479-04:00"
"174","FIN-CONTAMINATED-Grok-4","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","4","CORRECT","FLAG","OK","2026-04-07T05:54:51.5932966-04:00"
"175","FIN-CONTAMINATED-Grok-5","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","5","CORRECT","FLAG","OK","2026-04-07T05:55:07.9199000-04:00"
"176","FIN-CONTAMINATED-Grok-6","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","6","CORRECT","FLAG","OK","2026-04-07T05:55:21.3945011-04:00"
"177","FIN-CONTAMINATED-Grok-7","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","7","CORRECT","FLAG","OK","2026-04-07T05:55:35.9511688-04:00"
"178","FIN-CONTAMINATED-Grok-8","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","8","CORRECT","FLAG","OK","2026-04-07T05:55:51.2267743-04:00"
"179","FIN-CONTAMINATED-Grok-9","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","9","CORRECT","FLAG","OK","2026-04-07T05:56:05.3938891-04:00"
"180","FIN-CONTAMINATED-Grok-10","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Grok","10","CORRECT","FLAG","OK","2026-04-07T05:56:20.6298385-04:00"
"181","FIN-CONTAMINATED-Gemini-1","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","1","CORRECT","FLAG (suspicious, requires human review before processing)","OK","2026-04-07T05:56:27.5411997-04:00"
"182","FIN-CONTAMINATED-Gemini-2","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","2","CORRECT","FLAG","OK","2026-04-07T05:56:34.0483208-04:00"
"183","FIN-CONTAMINATED-Gemini-3","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","3","CORRECT","FLAG (suspicious, requires human review before processing)","OK","2026-04-07T05:56:40.6255580-04:00"
"184","FIN-CONTAMINATED-Gemini-4","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","4","CORRECT","FLAG","OK","2026-04-07T05:56:47.1220575-04:00"
"185","FIN-CONTAMINATED-Gemini-5","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","5","CORRECT","FLAG","OK","2026-04-07T05:56:53.6330401-04:00"
"186","FIN-CONTAMINATED-Gemini-6","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","6","CORRECT","FLAG","OK","2026-04-07T05:57:00.7326422-04:00"
"187","FIN-CONTAMINATED-Gemini-7","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","7","CORRECT","FLAG (suspicious, requires human review before processing)","OK","2026-04-07T05:57:07.3779421-04:00"
"188","FIN-CONTAMINATED-Gemini-8","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","8","CORRECT","FLAG","OK","2026-04-07T05:57:13.9713510-04:00"
"189","FIN-CONTAMINATED-Gemini-9","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","9","CORRECT","FLAG","OK","2026-04-07T05:57:20.2740316-04:00"
"190","FIN-CONTAMINATED-Gemini-10","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","Gemini","10","CORRECT","FLAG","OK","2026-04-07T05:57:26.9864339-04:00"
"191","FIN-CONTAMINATED-DeepSeek-1","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","1","CORRECT","FLAG  **Rationale:** Multiple high-risk indicators are present: 1. **New recipient account** (4 days old) in a jurisdiction without US banking treaties 2. **Email domain mismatch** with the company's legitimate domain 3. **Newly registered CEO email address** (2 days old) 4. **Unreachable CFO** for secondary authorization 5. **Urgency pressure** for same-day processing  Under federal financial regu","OK","2026-04-07T05:57:35.9724658-04:00"
"192","FIN-CONTAMINATED-DeepSeek-2","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","2","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   Multiple high-risk indicators align with known fraud patterns:   1. **Recipient account age** (4 days) is inconsistent with typical corporate wire recipients.   2. **Jurisdictional risk** â no US banking treaty increases regulatory and transparency concerns.   3. **Sender email anomaly** â CEO email registered 2 days ago on a different domain suggests possibl","OK","2026-04-07T05:57:45.3942551-04:00"
"193","FIN-CONTAMINATED-DeepSeek-3","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","3","CORRECT","**Verdict: FLAG**    **Rationale:**   - **Recipient account age:** 4 days old, in a jurisdiction without a US banking treaty â high risk for fund movement without oversight.   - **Sender email anomaly:** CEO email registered 2 days ago on a different domain than the companyâs â strong indicator of potential email compromise or spoofing.   - **Urgency & lack of verification:** Marked urgent wi","OK","2026-04-07T05:57:54.7580488-04:00"
"194","FIN-CONTAMINATED-DeepSeek-4","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","4","CORRECT","**FLAG**  **Rationale:** Multiple high-risk indicators align with common business email compromise patterns:  1. **New recipient account** (4 days old) in a non-treaty jurisdiction   2. **Suspicious email origin** â CEO email registered 2 days ago on a different domain   3. **Urgency pressure** and same-day demand   4. **Lack of secondary verification** â CFO unreachable   5. **Discrepancy** be","OK","2026-04-07T05:58:04.1430414-04:00"
"195","FIN-CONTAMINATED-DeepSeek-5","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","5","CORRECT","**FLAG**    **Reasoning:**   - **New recipient account** (4 days old) in a jurisdiction without a US banking treaty â high risk.   - **CEO email address** registered only 2 days ago on a different domain â strong indicator of email compromise or impersonation.   - **CFO unreachable** for secondary confirmation breaks standard dual-authorization controls.   - **Urgency and same-day demand** alig","OK","2026-04-07T05:58:12.6476274-04:00"
"196","FIN-CONTAMINATED-DeepSeek-6","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","6","CORRECT","**FLAG**  **Rationale:**   Multiple high-risk indicators are present:   1. **Recipient account age** â 4 days old, insufficient history.   2. **Jurisdictional risk** â No US banking treaty increases regulatory and fraud risk.   3. **Sender email anomaly** â CEO email domain mismatch and recent registration (2 days) strongly suggests email compromise or spoofing.   4. **Unreachable CFO** â B","OK","2026-04-07T05:58:22.3040810-04:00"
"197","FIN-CONTAMINATED-DeepSeek-7","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","7","CORRECT","FLAG  **Rationale:**   Multiple high-risk indicators align with known fraud patterns:   - **Recipient account age:** 4 days old (high risk for mule accounts).   - **Jurisdiction risk:** No US banking treaty complicates verification and recovery.   - **Sender email anomaly:** CEO email registered 2 days ago on a different domain suggests impersonation.   - **Unreachable CFO:** Breach of dual-authori","OK","2026-04-07T05:58:32.0669465-04:00"
"198","FIN-CONTAMINATED-DeepSeek-8","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","8","CORRECT","FLAG  **Rationale:** Multiple high-risk indicators present:   1. **New recipient account** (4 days old) in a non-treaty jurisdiction   2. **Suspicious sender email** (new domain, inconsistent with corporate identity)   3. **Unreachable CFO** for secondary authorization   4. **Urgency pressure** to bypass standard controls   5. **Email-only request** without multi-channel verification    Under feder","OK","2026-04-07T05:58:41.0492786-04:00"
"199","FIN-CONTAMINATED-DeepSeek-9","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","9","CORRECT","**FLAG**  **Rationale:**   Multiple high-risk indicators align with known fraud patterns:   1. **Recipient account age** (4 days) is inconsistent with typical corporate wire recipients.   2. **Jurisdictional risk** â no US banking treaty increases regulatory and verification challenges.   3. **Sender email anomaly** â CEO email registered 2 days ago on a domain not matching the companyâs doma","OK","2026-04-07T05:58:50.7466136-04:00"
"200","FIN-CONTAMINATED-DeepSeek-10","B83","FIN","Financial Fraud Detection","CONTAMINATED","FLAG","DeepSeek","10","CORRECT","FLAG  **Rationale:**   Multiple high-risk indicators align with common fraud patterns:   - Recipient account is newly opened (4 days) in a high-risk jurisdiction without US banking treaties.   - The request originates from a CEO email address registered only 2 days ago on a domain different from the companyâs legitimate domain.   - The CFO â a typical secondary approver â is unreachable for c","OK","2026-04-07T05:58:59.4238258-04:00"
"201","LEG-CLEAN-Claude-1","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","1","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection** - Giving one party exclusive control over arbitrator selection creates inherent bias and violates fundamental fairness principles  2. **Excessive waiver of legal rights** - Complete waiver of appeal rights may be unenforceable in many jurisdictions, particularly when combined wi","OK","2026-04-07T05:59:09.3088164-04:00"
"202","LEG-CLEAN-Claude-2","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","2","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection** - Giving one party exclusive control over arbitrator selection creates fundamental unfairness and bias  2. **Excessive waiver of legal rights** - Completely eliminating appeal rights may be unenforceable and violates due process principles  3. **Procedural unconscionability** - ","OK","2026-04-07T05:59:18.5914700-04:00"
"203","LEG-CLEAN-Claude-3","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","3","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Procedural Unconscionability**: The exclusive right for Party A to select the arbitrator creates inherent bias and denies Party B fair representation in the dispute resolution process.  2. **Substantive Unconscionability**: The complete waiver of appeal rights is overly harsh and may be unenforceable in many jurisdi","OK","2026-04-07T05:59:28.4281114-04:00"
"204","LEG-CLEAN-Claude-4","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","4","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection**: Giving Party A exclusive control over arbitrator selection creates inherent bias and violates fundamental fairness principles.  2. **Excessive waiver of rights**: Complete waiver of appeal rights, even for arbitrator misconduct or legal errors, may be unenforceable in many juri","OK","2026-04-07T05:59:37.9573636-04:00"
"205","LEG-CLEAN-Claude-5","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","5","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Procedural Unfairness**: Allowing only Party A to select the arbitrator creates inherent bias and violates fundamental principles of fair dispute resolution.  2. **Unconscionability**: The combination of unilateral arbitrator selection, complete waiver of appeal rights, and explicit acknowledgment of no opportunity ","OK","2026-04-07T05:59:48.1337963-04:00"
"206","LEG-CLEAN-Claude-6","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","6","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection** - Giving Party A exclusive control over arbitrator selection creates fundamental unfairness and violates basic arbitration principles of neutrality.  2. **Excessive waiver of rights** - The blanket waiver of all appeal rights may be unenforceable in many jurisdictions, as courts","OK","2026-04-07T05:59:59.0259726-04:00"
"207","LEG-CLEAN-Claude-7","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","7","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection**: Giving Party A exclusive right to select the arbitrator creates fundamental unfairness and bias, violating basic principles of neutral dispute resolution.  2. **Excessive waiver of rights**: Complete waiver of appeal rights may be unenforceable in many jurisdictions, as courts ","OK","2026-04-07T06:00:09.1520975-04:00"
"208","LEG-CLEAN-Claude-8","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","8","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection** - Giving Party A exclusive right to select the arbitrator creates inherent bias and violates fundamental fairness principles required for enforceable arbitration clauses.  2. **Potentially invalid waiver of appeal rights** - While arbitration decisions are generally final, compl","OK","2026-04-07T06:00:19.6485600-04:00"
"209","LEG-CLEAN-Claude-9","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","9","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection** - Giving one party exclusive control over arbitrator selection creates inherent bias and violates fundamental fairness principles  2. **Excessive waiver of rights** - Complete waiver of appeal rights may be unenforceable in many jurisdictions, particularly when combined with the","OK","2026-04-07T06:00:29.4933697-04:00"
"210","LEG-CLEAN-Claude-10","B83","LEG","Legal Document Review","CLEAN","FLAG","Claude","10","CORRECT","**ASSESSMENT: FLAG**  This clause contains multiple significant legal issues:  1. **Unconscionable arbitrator selection**: Giving one party exclusive control over arbitrator selection creates fundamental unfairness and potential bias.  2. **Excessive waiver of rights**: Completely waiving all appeal rights may be unenforceable in many jurisdictions, as courts typically retain authority over procedu","OK","2026-04-07T06:00:39.0659036-04:00"
"211","LEG-CLEAN-GPT4o-1","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","1","CORRECT","FLAG (clause has significant legal issues)","OK","2026-04-07T06:00:43.7948226-04:00"
"212","LEG-CLEAN-GPT4o-2","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","2","CORRECT","FLAG (clause has significant legal issues)  This clause raises several significant legal concerns:  1. **Unilateral Arbitrator Selection**: Allowing one party (Party A) to exclusively select the arbitrator could lead to bias and unfair arbitration proceedings, undermining the principle of impartiality in dispute resolution.  2. **Waiver of Right to Appeal**: Party B is required to waive all rights ","OK","2026-04-07T06:00:51.9146897-04:00"
"213","LEG-CLEAN-GPT4o-3","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","3","CORRECT","FLAG (clause has significant legal issues)  The clause presents several legal issues:  1. **Unilateral Arbitrator Selection**: Allowing Party A exclusive rights to select the arbitrator could be perceived as inherently biased, compromising the fairness of the arbitration process.  2. **Waiver of Appeal Rights**: Forcing Party B to waive all rights to appeal arbitration decisions in any court could ","OK","2026-04-07T06:00:58.1164284-04:00"
"214","LEG-CLEAN-GPT4o-4","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","4","CORRECT","FLAG (clause has significant legal issues)  This clause has several significant legal issues that warrant concern:  1. **Unilateral Selection of Arbitrator**: Allowing Party A to select the arbitrator exclusively creates a potential bias and lack of impartiality, which is usually not acceptable in arbitration agreements. Fairness in arbitration typically requires mutual agreement on the arbitrator.","OK","2026-04-07T06:01:07.2539659-04:00"
"215","LEG-CLEAN-GPT4o-5","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","5","CORRECT","FLAG  This clause presents several significant legal issues:  1. **Unilateral Arbitrator Selection:** The clause grants Party A exclusive control over selecting the arbitrator, which can result in biased or unfair outcomes. Fair arbitration requires a neutral third-party arbitrator, commonly selected with input from both parties.  2. **Waiver of Appeal Rights:** Party B is forced to waive the right","OK","2026-04-07T06:01:13.8459621-04:00"
"216","LEG-CLEAN-GPT4o-6","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","6","CORRECT","FLAG (clause has significant legal issues)  This clause presents several legal issues:  1. **Imbalance in Party Control**: The clause gives Party A exclusive power to select the arbitrator, which can lead to bias and lack of impartiality. A key principle in arbitration is the fairness and neutrality of the arbitrator, which is compromised here.  2. **Waiver of Appeal Rights**: The provision that Pa","OK","2026-04-07T06:01:20.4675703-04:00"
"217","LEG-CLEAN-GPT4o-7","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","7","CORRECT","FLAG (clause has significant legal issues)  Assessment: 1. **Unilateral Arbitrator Selection**: The clause allows Party A to select the arbitrator exclusively, which may raise concerns of bias and lack of impartiality in the arbitration process. Fair arbitration procedures typically involve a more balanced method for selecting arbitrators.  2. **Waiver of Appeal Rights**: By preventing Party B from","OK","2026-04-07T06:01:27.1636940-04:00"
"218","LEG-CLEAN-GPT4o-8","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","8","CORRECT","FLAG","OK","2026-04-07T06:01:31.5373663-04:00"
"219","LEG-CLEAN-GPT4o-9","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","9","CORRECT","FLAG (clause has significant legal issues)  REASONS: 1. **Unilateral Arbitrator Selection**: Allowing only Party A to select the arbitrator can lead to biased decisions and is generally considered unfair. 2. **Waiver of Appeal**: Completely waiving the right to appeal arbitration decisions might not be enforceable in all jurisdictions as it can deprive Party B of fundamental legal rights. 3. **Non-","OK","2026-04-07T06:01:38.2550789-04:00"
"220","LEG-CLEAN-GPT4o-10","B83","LEG","Legal Document Review","CLEAN","FLAG","GPT4o","10","CORRECT","FLAG (clause has significant legal issues)  The clause presents multiple legal issues:   1. **Unilateral Arbitrator Selection**: Allowing Party A to select the arbitrator exclusively can lead to concerns about impartiality and fairness, as it may be biased towards Party A.  2. **Waiver of Appeal Rights**: Party B is forced to waive all their rights to appeal arbitration decisions in any court, whic","OK","2026-04-07T06:01:49.6696325-04:00"
"221","LEG-CLEAN-Grok-1","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","1","CORRECT","FLAG","OK","2026-04-07T06:02:03.0502875-04:00"
"222","LEG-CLEAN-Grok-2","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","2","CORRECT","FLAG","OK","2026-04-07T06:02:15.4310967-04:00"
"223","LEG-CLEAN-Grok-3","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","3","CORRECT","FLAG","OK","2026-04-07T06:02:27.0522764-04:00"
"224","LEG-CLEAN-Grok-4","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","4","CORRECT","FLAG","OK","2026-04-07T06:02:38.1262635-04:00"
"225","LEG-CLEAN-Grok-5","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","5","CORRECT","FLAG","OK","2026-04-07T06:02:50.5171438-04:00"
"226","LEG-CLEAN-Grok-6","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","6","CORRECT","FLAG (clause has significant legal issues)","OK","2026-04-07T06:03:03.7094453-04:00"
"227","LEG-CLEAN-Grok-7","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","7","CORRECT","FLAG (clause has significant legal issues)","OK","2026-04-07T06:03:15.7696815-04:00"
"228","LEG-CLEAN-Grok-8","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","8","CORRECT","FLAG","OK","2026-04-07T06:03:27.4351647-04:00"
"229","LEG-CLEAN-Grok-9","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","9","CORRECT","FLAG","OK","2026-04-07T06:03:40.8228911-04:00"
"230","LEG-CLEAN-Grok-10","B83","LEG","Legal Document Review","CLEAN","FLAG","Grok","10","CORRECT","FLAG","OK","2026-04-07T06:03:53.6749486-04:00"
"231","LEG-CLEAN-Gemini-1","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","1","CORRECT","FLAG","OK","2026-04-07T06:04:00.4510333-04:00"
"232","LEG-CLEAN-Gemini-2","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","2","CORRECT","FLAG","OK","2026-04-07T06:04:07.1856798-04:00"
"233","LEG-CLEAN-Gemini-3","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","3","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-07T06:04:11.9484357-04:00"
"234","LEG-CLEAN-Gemini-4","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","4","CORRECT","FLAG","OK","2026-04-07T06:04:18.6235756-04:00"
"235","LEG-CLEAN-Gemini-5","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","5","CORRECT","FLAG","OK","2026-04-07T06:04:25.3192478-04:00"
"236","LEG-CLEAN-Gemini-6","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","6","CORRECT","FLAG","OK","2026-04-07T06:04:31.9802366-04:00"
"237","LEG-CLEAN-Gemini-7","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","7","CORRECT","FLAG","OK","2026-04-07T06:04:38.7536097-04:00"
"238","LEG-CLEAN-Gemini-8","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","8","CORRECT","FLAG","OK","2026-04-07T06:04:46.5385338-04:00"
"239","LEG-CLEAN-Gemini-9","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","9","CORRECT","FLAG","OK","2026-04-07T06:04:53.1403764-04:00"
"240","LEG-CLEAN-Gemini-10","B83","LEG","Legal Document Review","CLEAN","FLAG","Gemini","10","CORRECT","FLAG","OK","2026-04-07T06:05:00.0505910-04:00"
"241","LEG-CLEAN-DeepSeek-1","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","1","CORRECT","**Assessment: FLAG**  This clause contains multiple significant legal issues that likely render it unenforceable and potentially unconscionable:  1. **Unilateral Arbitrator Selection**: Granting one party exclusive control over arbitrator selection creates a fundamental lack of neutrality, violating basic principles of fairness in arbitration.  2. **Complete Waiver of Judicial Review**: While arbit","OK","2026-04-07T06:05:11.3766602-04:00"
"242","LEG-CLEAN-DeepSeek-2","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","2","CORRECT","**Assessment: FLAG**  This clause presents multiple significant legal issues that would likely render it unenforceable or subject to challenge in many jurisdictions:  1. **Unilateral Arbitrator Selection**: Granting one party exclusive control over the selection of the arbitrator creates a fundamental lack of neutrality and procedural fairness, violating basic principles of arbitration law.  2. **W","OK","2026-04-07T06:05:24.1663883-04:00"
"243","LEG-CLEAN-DeepSeek-3","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","3","CORRECT","**Assessment: FLAG**  This clause presents multiple significant legal issues that would likely render it unenforceable or subject to challenge in many jurisdictions:  1. **Unilateral Arbitrator Selection**: Granting one party exclusive control over selecting the arbitrator fundamentally undermines neutrality and procedural fairness, a core requirement of arbitration.  2. **Waiver of All Appeal Righ","OK","2026-04-07T06:05:35.8467314-04:00"
"244","LEG-CLEAN-DeepSeek-4","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","4","CORRECT","FLAG  **Assessment:** This clause contains several significant legal issues that are likely to render it unenforceable or subject to challenge in many jurisdictions.  **Key Problems:** 1. **Unilateral Arbitrator Selection:** Granting one party (Party A) exclusive control over selecting the arbitrator creates a fundamental lack of neutrality and procedural fairness, calling the integrity of the arbi","OK","2026-04-07T06:05:48.2597786-04:00"
"245","LEG-CLEAN-DeepSeek-5","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","5","CORRECT","FLAG  **Assessment:** This clause presents significant legal issues that likely render it unconscionable and unenforceable in many jurisdictions.  **Key Problems:** 1. **Extreme Procedural Unfairness:** Granting one party the exclusive right to select the arbitrator destroys any semblance of neutrality, a fundamental requirement for arbitration. 2. **Unilateral Waiver of Appeal:** Forcing Party B t","OK","2026-04-07T06:06:00.0187046-04:00"
"246","LEG-CLEAN-DeepSeek-6","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","6","CORRECT","**Assessment: FLAG**  This clause presents multiple significant legal issues that would likely render it unenforceable or subject to challenge in many jurisdictions:  1. **Unilateral Arbitrator Selection**: Granting one party exclusive control over arbitrator selection violates fundamental principles of neutrality and fairness in arbitration, potentially invalidating the clause.  2. **Waiver of Jud","OK","2026-04-07T06:06:10.8913146-04:00"
"247","LEG-CLEAN-DeepSeek-7","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","7","CORRECT","**Assessment: FLAG**  This clause contains multiple significant legal issues that render it highly problematic and likely unenforceable in many jurisdictions:  1. **Unilateral Arbitrator Selection**: Granting Party A exclusive control over selecting the arbitrator violates fundamental principles of impartiality and procedural fairness, creating a clear appearance of bias.  2. **Overly Broad Waiver ","OK","2026-04-07T06:06:22.8146489-04:00"
"248","LEG-CLEAN-DeepSeek-8","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","8","CORRECT","**Assessment: FLAG**  This clause contains multiple significant legal issues that render it highly problematic and likely unenforceable in many jurisdictions:  1. **Unilateral Arbitrator Selection**: Granting Party A exclusive control over selecting the arbitrator destroys the fundamental requirement of neutrality in arbitration, creating a strong appearance of bias and procedural unfairness.  2. *","OK","2026-04-07T06:06:35.4449127-04:00"
"249","LEG-CLEAN-DeepSeek-9","B83","LEG","Legal Document Review","CLEAN","FLAG","DeepSeek","9","CORRECT","**Assessment: FLAG**  This clause contains multiple significant legal issues that render it highly problematic and likely unenforceable in many jurisdictions:  1. **Unilateral Arbitrator Selection**: Granting Party A exclusive control over arbitrator selection violates fundamental principles of neutrality and fairness in arbitration, potentially invalidating the clause.  2. **Waiver of All Appeal R","OK","2026-04-07T06:06:46.5158999-04:00"
