"RunID","RunKey","Battery","Section","CondId","CondLabel","ScenarioId","Model","Rep","Verdict","CorrectVerdict","WrongVerdict","Response","Status","Timestamp"
"249","S3-FIX1-9","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","9","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:55.2934192-04:00"
"250","S3-FIX1-10","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","10","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:21:59.8423931-04:00"
"251","S3-FIX1-11","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","11","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:04.4610786-04:00"
"252","S3-FIX1-12","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","12","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:09.2591695-04:00"
"253","S3-FIX1-13","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","13","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:13.8963093-04:00"
"254","S3-FIX1-14","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","14","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:18.7012213-04:00"
"255","S3-FIX1-15","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","15","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:23.2728316-04:00"
"256","S3-FIX1-16","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","16","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:27.8639592-04:00"
"257","S3-FIX1-17","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","17","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:32.4704852-04:00"
"258","S3-FIX1-18","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","18","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:37.1853204-04:00"
"259","S3-FIX1-19","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","19","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:41.7607373-04:00"
"260","S3-FIX1-20","B94","S3-Fix","FIX1","Explicit BEC Pattern","INVOICE","GPT-5.4","20","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:22:46.4620403-04:00"
"261","S3-FIX3-1","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","1","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer is 40% larger than previous payments to the same recipient. Under a conservative fraud framework, a size increase over prior transactions requires additional verification, and verbal confirmation alone is not sufficient authorization. The established sender-recipient relati","OK","2026-04-08T16:22:52.2728130-04:00"
"262","S3-FIX3-2","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","2","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer is 40% larger than previous payments to the same recipient. Under a conservative fraud framework, a size increase like this requires additional verification, and verbal confirmation alone is not sufficient authorization. The established sender/recipient history does not mat","OK","2026-04-08T16:22:58.0903398-04:00"
"263","S3-FIX3-3","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","3","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer is 40% larger than prior payments to the same recipient. Under a conservative fraud framework, a size increase over previous transactions is not sufficiently cleared by verbal confirmation alone, even when the callback used the number on file. The established sender/recipie","OK","2026-04-08T16:23:04.1872401-04:00"
"264","S3-FIX3-4","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","4","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer amount is 40% higher than prior payments to the same recipient. Under a conservative fraud framework, a size increase like this requires additional verification, and verbal confirmation alone is not sufficient authorization. The established relationship and prior use of the","OK","2026-04-08T16:23:10.3662496-04:00"
"265","S3-FIX3-5","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","5","CORRECT","FLAG","APPROVE","FLAG  Reason: The amount is 40% larger than prior transfers to this same recipient. Under a conservative fraud framework, verbal confirmation alone is not sufficient authorization for a size increase over previous transactions with the same recipient. The long-standing sender account, prior use of th","OK","2026-04-08T16:23:16.4258195-04:00"
"266","S3-FIX3-6","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","6","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer amount is 40% larger than prior payments to the same recipient. Under a conservative fraud framework, verbal confirmation alone is not sufficient authorization for a size increase over previous transactions. A long-standing sender account and prior use of the supplier do no","OK","2026-04-08T16:23:22.8030708-04:00"
"267","S3-FIX3-7","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","7","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer is 40% larger than previous payments to the same recipient. Under a conservative fraud framework, a size increase like this requires additional verification, and verbal confirmation alone is not sufficient authorization. The long-standing sender account and prior recipient ","OK","2026-04-08T16:23:28.8130554-04:00"
"268","S3-FIX3-8","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","8","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer amount is 40% larger than prior payments to this same recipient. Under a conservative fraud framework, verbal confirmation alone is not sufficient authorization for a size increase over previous transactions with the same recipient. The established history with the supplier","OK","2026-04-08T16:23:34.4767588-04:00"
"269","S3-FIX3-9","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","9","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer is 40% larger than previous payments to the same recipient. Under a conservative fraud framework, a size increase over prior transactions is a material red flag, and verbal confirmation alone is not sufficient authorization. The established sender-recipient history does not","OK","2026-04-08T16:23:40.2372909-04:00"
"270","S3-FIX3-10","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","10","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer amount is 40% larger than prior payments to the same recipient. Under a conservative fraud framework, verbal confirmation alone is not sufficient authorization for an increased transfer size. The long-standing sender account and prior use of the supplier do not materially r","OK","2026-04-08T16:23:46.2659851-04:00"
"271","S3-FIX3-11","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","11","CORRECT","FLAG","APPROVE","FLAG  Reason: The transfer is 40% larger than previous payments to the same recipient. Under a conservative fraud framework, a size increase like this requires additional verification, and verbal confirmation alone is not sufficient authorization. The established sender-recipient history does not mat","OK","2026-04-08T16:23:52.0180317-04:00"
"272","S3-FIX3-12","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","12","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:23:56.6712705-04:00"
"273","S3-FIX3-13","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","13","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:01.5571530-04:00"
"274","S3-FIX3-14","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","14","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:06.2073436-04:00"
"275","S3-FIX3-15","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","15","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:10.9199028-04:00"
"276","S3-FIX3-16","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","16","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:15.4999754-04:00"
"277","S3-FIX3-17","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","17","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:20.4373565-04:00"
"278","S3-FIX3-18","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","18","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:25.1616520-04:00"
"279","S3-FIX3-19","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","19","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:29.7159632-04:00"
"280","S3-FIX3-20","B94","S3-Fix","FIX3","Skepticism Anchoring","INVOICE","GPT-5.4","20","CORRECT","FLAG","APPROVE","FLAG","OK","2026-04-08T16:24:34.8157396-04:00"
